Screen Name, Description, User ID, Followers Count 
finneylimitless, "Computer Engineer|PhotoShop Designer|SocialMedia Influencer| Manchester united legend @BojanDjordjic7 Followed me on December 2014 :D", 2704726987, 1023 
dharun_babu, "", 3051982525, 76 
vishaltailor03, "#lefty. Wild dreamer. Engineering creature #People who hide their feelings usually care the most. new whatsapp 9624376548", 361660972, 344 
vinayakware, "I am cool, Simple living & high thinking", 390582446, 156 
srifans001, "", 82770504, 86 
aasif_afzal, "", 1003933831, 12 
KShrikrushn, "I am Very #OpenMindedPerson", 552640516, 4 
rachakondaumesh, "", 2192488522, 13 
rohitsingh96311, "", 3595353444, 61 
sumitma07869123, "Navi mumbai Reliance D A K http://t.co/cSISXtBjRV", 2881377407, 12 
Americares_IN, "A health-focused relief and development organization. Responds to people affected by poverty or disaster with health programs, medicine and medical supplies.", 765496124069257216, 6 
Sourabhjagetiy2, "", 760007316380979200, 5 
Krishna01289783, "Follow=100% followback", 731460592372842496, 1381 
sagarjadhav1981, "", 4113297665, 8 
ZakirAshrafi3, "", 773583173427036161, 13 
hksimotwo, "", 1169322342, 310 
kpcworld, "", 118432925, 38 
fbdefd02420a465, "chanti Chowdary Yelanati...", 3155052643, 34 
farid_patca, "Life is a dream for the Wise", 48706168, 114 
MuraliVM5, "My frnds", 769139760258424833, 11 
Jimmybbooyy, "Visualizer / Sr. Graphic Artist", 180403065, 133 
rohanmittal, "💎 The Incredible! 👑
An 📆 Entrepreneur 📈, 👍 Mentor 👥, 💥10X 🛰 Thinker 🛀, who 👏 Loves 💓 to 🌠 Hustle 🌤, 🛩 Travel 🌎, 📸 Photograph 🗽, and 🍽 Eat 🍢👌", 144153437, 226 
chandrahasw, "", 2545412960, 34 
AshishP27023416, "Engineer", 3691686132, 9 
anujmidha, "", 31680258, 105 
sahabhag, "The Social Responsibility Portal- A Government of Maharashtra Initiative.", 770236805379522560, 68 
96_apoorva, "", 3136281900, 19 
jagdish80094, "", 764355987918688257, 5 
MrRahulKr, "President @GreenDreamEarth | CEO @World2Compete |#SocialEntrepreneur #SDG |#PeaceAdvocator | Interested in #PublicPolicies for #India & #world's Common Citizens", 484143295, 580 
sandhyakamtam, "", 1174805971, 54 
nikhilbbhatt, "Founder & CEO @ #InvestmentPoint @shreeipoint, Ex. Staff @ril_foundation, India's Most Preferred Thought Leader on #BSE #NSE & #Columnist #Business #Newspapers", 444467284, 214 
ShivamJ74392253, "Entertainment", 775961119965851648, 6 
AshokParegi, "", 4255316441, 6 
satnamsohal1313, "", 716228438416187392, 60 
BambhaJagdish, "", 775772129627365376, 34 
venugopalbudum1, "", 775695879961350144, 3 
vamsee_jasti, "", 711457593840033793, 15 
shshank0007, "", 258269115, 40 
sunnyprabhat88, "", 775766554747305984, 1 
ShezalT, "student;learner;HR professional;working collabera", 4039950192, 101 
PankajMadhesiya, "", 500688295, 57 
mkbiswal25, "", 745614377919774721, 64 
sanjayT201, "", 775700766577324036, 0 
anilkum18503272, "", 768430433424015360, 4 
singh_jaypratap, "", 1132395320, 15 
Yogesh_Patil377, "Never give up....", 2869109077, 48 
starbalajilic, "cool", 290442648, 115 
sayaraj11, "", 291686839, 3 
abitamimt52, "", 775030826929123328, 3 
sandeep520008, "Program Leader, Reliance Foundation with 24 years of development experience of newer mistakes everytime !!", 3028865226, 123 
VedikaJiandani, "", 2911770396, 18 
namratadewan, "", 127791314, 74 
Peddirajulgb, "", 775638680111312901, 0 
TanyaSaxena18, "jab koi bat bigad jaye...jab koi.muskhil.pad jaye tm.dena sath meraaa :-) :-) :-)", 775606896568963072, 16 
soumith69, "", 775633910017384448, 4 
shankermanglaw, "Business and economics Business and economics Popular bloggers Popular bloggers UK and World News", 735480861592834048, 41 
LICRAHARA, "", 775311413787123712, 2 
Nishant520294, "I likes to walk in rain because no body can see my tears", 775543738189742080, 22 
priya6111997, "Food, Fashion & Lifestyle Fashion Fashion", 765220510229684224, 6 
abhaneel_1, "“There is never a time or place for true love. It happens accidentally, in a heartbeat, in a single flashing, throbbing moment.”", 143350619, 298 
dishant8401, "", 771778148555902976, 7 
tapan_virani, "", 3131569651, 22 
Onciomed, "Physician entrepreneur,innovator CEO of Onciomed which  is the next gen medical device for obesity & diabetes treatment. Investors contact me at 714 658 3039", 90129051, 384 
sivagangireddy, "Specialist at Verizon Data Services, Thinker", 57656442, 200 
mathanpap, "", 2277072014, 85 
